time,lat,lon,depth,synechococcus_spp,synechococcus_spp_std_dev,peuk,peuk_std_dev,neuk,neuk_std_dev,coccolith,coccolith_std_dev,cryptophyta,cryptophyta_std_dev,phaeocystis_sp,phaeocystis_sp_std_dev,dinofl,dinofl_std_dev,hneuk,hneuk_std_dev,hna_het,hna_het_std_dev,lna,lna_std_dev
2010-02-08,50.25,-4.21667,10.0,5775.0,138.0,6463.0,87.0,590.0,45.0,35.0,7.0,115000.0,13000.0,0,0,0,0,276.0,0.0,168704.0,15608.0,274845.0,6588.0
2010-02-08,50.25,-4.21667,25.0,5026.0,277.0,4479.0,219.0,436.0,4.0,23.0,12.0,88000.0,20000.0,0,0,0,0,223.0,30.0,214116.0,28281.0,240276.0,5404.0
2010-02-08,50.25,-4.21667,50.0,6896.0,52.0,6591.0,191.0,676.0,26.0,30.0,15.0,144000.0,14000.0,0,0,0,0,210.0,67.0,204320.0,30319.0,237923.0,5058.0
2010-02-15,50.25,-4.21667,0.2,7266.0,64.0,13332.0,215.0,1237.0,39.0,259.0,44.0,286000.0,24000.0,0,0,0,0,515.0,10.0,217326.0,12244.0,260533.0,12214.0
2010-02-15,50.25,-4.21667,10.0,7423.0,163.0,13426.0,164.0,1233.0,6.0,287.0,24.0,283000.0,4000.0,0,0,0,0,469.0,21.0,205371.0,18192.0,251176.0,52316.0
2010-02-15,50.25,-4.21667,25.0,7621.0,108.0,11654.0,253.0,1032.0,36.0,222.0,17.0,193000.0,17000.0,0,0,0,0,498.0,11.0,226602.0,,253792.0,
2010-02-15,50.25,-4.21667,50.0,5701.0,57.0,5712.0,20.0,529.0,30.0,176.0,18.0,97000.0,7000.0,0,0,0,0,352.0,3.0,236260.0,5754.0,285950.0,5229.0
2010-02-25,50.25,-4.21667,0.2,5752.0,10.0,8367.0,42.0,532.0,13.0,197.0,34.0,173000.0,11000.0,0,0,0,0,213.0,11.0,235524.0,62.0,220628.0,6052.0
2010-02-25,50.25,-4.21667,10.0,5808.0,158.0,7681.0,103.0,527.0,25.0,179.0,6.0,155000.0,3000.0,0,0,0,0,226.0,9.0,227156.0,12785.0,219415.0,27049.0
2010-02-25,50.25,-4.21667,25.0,5924.0,34.0,7710.0,197.0,491.0,44.0,144.0,14.0,124000.0,13000.0,0,0,0,0,274.0,11.0,225201.0,16210.0,220481.0,2781.0
2010-02-25,50.25,-4.21667,50.0,5355.0,60.0,6703.0,122.0,516.0,11.0,228.0,50.0,113000.0,14000.0,0,0,0,0,260.0,14.0,207828.0,2252.0,198652.0,16575.0
2010-03-01,50.25,-4.21667,0.2,6483.0,169.0,10546.0,175.0,670.0,17.0,416.0,49.0,222000.0,20000.0,0,0,0,0,220.0,10.0,248097.0,11531.0,244301.0,1071.0
2010-03-01,50.25,-4.21667,10.0,6715.0,71.0,11220.0,164.0,694.0,17.0,407.0,17.0,260000.0,13000.0,0,0,0,0,221.0,20.0,246230.0,3688.0,222046.0,2053.0
2010-03-01,50.25,-4.21667,25.0,5150.0,195.0,7062.0,171.0,461.0,27.0,213.0,23.0,120000.0,23000.0,0,0,0,0,211.0,13.0,211407.0,7157.0,254644.0,5422.0
2010-03-01,50.25,-4.21667,50.0,4751.0,44.0,5332.0,107.0,433.0,66.0,113.0,91.0,134000.0,37000.0,0,0,0,0,251.0,44.0,219401.0,6224.0,236131.0,7178.0
2010-03-08,50.25,-4.21667,0.2,5831.0,181.0,9028.0,103.0,536.0,8.0,341.0,37.0,142000.0,4000.0,0,0,0,0,255.0,24.0,266608.0,13353.0,302486.0,9364.0
2010-03-08,50.25,-4.21667,10.0,5791.0,142.0,9091.0,264.0,540.0,32.0,282.0,45.0,147000.0,8000.0,0,0,0,0,250.0,9.0,233142.0,18016.0,269596.0,14619.0
2010-03-08,50.25,-4.21667,25.0,5751.0,60.0,8814.0,68.0,472.0,25.0,308.0,29.0,117000.0,12000.0,0,0,0,0,244.0,3.0,247339.0,13115.0,278002.0,22434.0
2010-03-08,50.25,-4.21667,50.0,5772.0,75.0,8676.0,30.0,619.0,15.0,282.0,0.0,145000.0,27000.0,0,0,0,0,269.0,1.0,214519.0,3760.0,239577.0,2402.0
2010-03-15,50.25,-4.21667,0.2,5086.0,238.0,10257.0,1009.0,800.0,112.0,146.0,7.0,110000.0,31000.0,0,0,0,0,280.0,11.0,226699.0,9516.0,319496.0,11724.0
2010-03-15,50.25,-4.21667,10.0,4732.0,89.0,8933.0,231.0,662.0,67.0,169.0,14.0,119000.0,23000.0,0,0,0,0,309.0,16.0,236369.0,3710.0,329052.0,2884.0
2010-03-15,50.25,-4.21667,25.0,4659.0,72.0,8820.0,189.0,573.0,88.0,171.0,10.0,98000.0,14000.0,0,0,0,0,312.0,12.0,234215.0,4429.0,326350.0,2127.0
2010-03-15,50.25,-4.21667,50.0,3254.0,2182.0,6368.0,3744.0,484.0,20.0,147.0,22.0,67000.0,26000.0,0,0,0,0,272.0,30.0,262941.0,52656.0,247410.0,119346.0
2010-04-07,50.25,-4.21667,0.2,831.0,86.0,2161.0,109.0,471.0,16.0,182.0,53.0,44000.0,12000.0,0,0,0,0,257.0,24.0,323326.0,559.0,109907.0,
2010-04-07,50.25,-4.21667,10.0,529.0,21.0,1146.0,12.0,366.0,17.0,59.0,9.0,32000.0,6000.0,0,0,0,0,207.0,2.0,329057.0,41357.0,105875.0,19984.0
2010-04-07,50.25,-4.21667,25.0,485.0,8.0,538.0,19.0,238.0,19.0,22.0,2.0,11000.0,2000.0,0,0,0,0,512.0,0.0,282674.0,11639.0,149312.0,12049.0
2010-04-07,50.25,-4.21667,50.0,410.0,4.0,586.0,45.0,296.0,15.0,31.0,6.0,14000.0,4000.0,0,0,0,0,657.0,29.0,285115.0,6534.0,133985.0,8794.0
2010-04-12,50.25,-4.21667,0.2,399.0,114.0,6162.0,57.0,1023.0,65.0,71.0,17.0,217000.0,200000.0,82000,3000,0,0,411.0,45.0,475051.0,18129.0,198458.0,10974.0
2010-04-12,50.25,-4.21667,10.0,640.0,268.0,4676.0,2492.0,978.0,99.0,62.0,19.0,210000.0,137000.0,94000,25000,0,0,510.0,137.0,447530.0,40368.0,197741.0,10224.0
2010-04-12,50.25,-4.21667,25.0,784.0,325.0,1389.0,584.0,700.0,257.0,41.0,10.0,80000.0,11000.0,310000,357000,0,0,710.0,169.0,399402.0,23145.0,190246.0,4945.0
2010-04-12,50.25,-4.21667,50.0,408.0,2.0,1835.0,1883.0,403.0,45.0,45.0,14.0,49000.0,18000.0,572000,294000,0,0,671.0,413.0,471308.0,201863.0,200359.0,43661.0
2010-04-19,50.25,-4.21667,0.2,382.0,5.0,4139.0,126.0,383.0,55.0,36.0,11.0,43000.0,3000.0,221000,15000,0,0,196.0,2.0,686467.0,23903.0,237052.0,17771.0
2010-04-19,50.25,-4.21667,10.0,547.0,48.0,2897.0,79.0,853.0,5.0,25.0,12.0,82000.0,17000.0,559000,26000,0,0,395.0,89.0,640008.0,21872.0,207047.0,12917.0
2010-04-19,50.25,-4.21667,25.0,481.0,19.0,2147.0,77.0,998.0,75.0,27.0,8.0,70000.0,15000.0,1018000,100000,0,0,644.0,36.0,643777.0,18775.0,185358.0,6892.0
2010-04-19,50.25,-4.21667,50.0,572.0,23.0,2900.0,89.0,779.0,107.0,25.0,8.0,71000.0,13000.0,765000,15000,0,0,376.0,30.0,631253.0,19519.0,207940.0,6816.0
2010-04-26,50.25,-4.21667,0.2,328.0,34.0,5716.0,112.0,767.0,221.0,36.0,9.0,140000.0,14000.0,0,0,0,0,92.0,7.0,749296.0,6647.0,291628.0,8767.0
2010-04-26,50.25,-4.21667,10.0,327.0,16.0,5414.0,201.0,613.0,39.0,22.0,6.0,104000.0,16000.0,226000,51000,0,0,109.0,5.0,213535.0,22674.0,72445.0,12977.0
2010-04-26,50.25,-4.21667,25.0,132.0,12.0,614.0,4.0,782.0,76.0,14.0,3.0,56000.0,7000.0,1858000,129000,0,0,380.0,20.0,106210.0,570.0,78726.0,6546.0
2010-04-26,50.25,-4.21667,50.0,278.0,24.0,628.0,48.0,657.0,76.0,39.0,8.0,58000.0,1000.0,5754000,295000,0,0,688.0,5.0,134337.0,10012.0,74473.0,23155.0
2010-05-04,50.25,-4.21667,0.2,69.0,29.0,390.0,77.0,3356.0,251.0,7.0,5.0,36000.0,13000.0,1326000,183000,0,0,1116.0,34.0,817087.0,10625.0,123686.0,1387.0
2010-05-04,50.25,-4.21667,10.0,83.0,1.0,375.0,92.0,3655.0,71.0,5.0,1.0,46000.0,5000.0,1803000,351000,0,0,1481.0,150.0,820120.0,1700.0,122578.0,4884.0
2010-05-04,50.25,-4.21667,25.0,61.0,18.0,331.0,39.0,4287.0,600.0,8.0,4.0,39000.0,10000.0,5028000,62000,0,0,1603.0,37.0,827195.0,3504.0,121725.0,1532.0
2010-05-04,50.25,-4.21667,50.0,55.0,17.0,347.0,21.0,4686.0,624.0,29.0,3.0,35000.0,6000.0,8153000,313000,0,0,1693.0,52.0,851938.0,3268.0,120873.0,1821.0
2010-05-10,50.25,-4.21667,0.2,86.0,7.0,600.0,73.0,3641.0,6.0,2.0,1.0,47000.0,9000.0,0,0,0,0,925.0,7.0,854345.0,14436.0,122219.0,9867.0
2010-05-10,50.25,-4.21667,10.0,113.0,7.0,689.0,7.0,3767.0,136.0,6.0,4.0,47000.0,1000.0,0,0,0,0,871.0,43.0,821328.0,24737.0,121081.0,5980.0
2010-05-10,50.25,-4.21667,25.0,117.0,10.0,692.0,56.0,3611.0,57.0,4.0,4.0,50000.0,12000.0,0,0,0,0,952.0,1347.0,794997.0,9206.0,123866.0,680.0
2010-05-10,50.25,-4.21667,50.0,75.0,21.0,421.0,30.0,25031.0,1548.0,12.0,7.0,40000.0,13000.0,23137000,1406000,0,0,0.0,,1128659.0,76421.0,162916.0,7983.0
2010-05-17,50.25,-4.21667,0.2,112.0,26.0,7421.0,69.0,6204.0,229.0,12.0,2.0,13000.0,8000.0,6000,0,0,0,1781.0,37.0,438273.0,66056.0,120455.0,12556.0
2010-05-17,50.25,-4.21667,10.0,159.0,17.0,6582.0,33.0,6340.0,71.0,15.0,1.0,32000.0,3000.0,61000,23000,0,0,1999.0,34.0,577963.0,38111.0,169516.0,3613.0
2010-05-17,50.25,-4.21667,25.0,83.0,12.0,1158.0,61.0,6584.0,239.0,14.0,3.0,44000.0,10000.0,52000,20000,0,0,2134.0,62.0,634890.0,21087.0,137982.0,11659.0
2010-05-17,50.25,-4.21667,50.0,66.0,16.0,790.0,39.0,6810.0,203.0,16.0,5.0,28000.0,5000.0,45000,11000,0,0,2323.0,13.0,711453.0,107365.0,139112.0,27971.0
2010-05-24,50.25,-4.21667,0.2,211.0,6.0,23213.0,158.0,4961.0,23.0,20.0,3.0,9000.0,1000.0,0,0,0,0,1643.0,77.0,741872.0,8750.0,221539.0,9605.0
2010-05-24,50.25,-4.21667,10.0,252.0,10.0,26416.0,520.0,4812.0,89.0,8.0,2.0,9000.0,4000.0,0,0,0,0,2293.0,127.0,707593.0,25313.0,242487.0,6564.0
2010-05-24,50.25,-4.21667,25.0,103.0,9.0,1154.0,46.0,1374.0,65.0,15.0,2.0,56000.0,6000.0,0,0,0,0,1095.0,75.0,609955.0,44734.0,158373.0,9833.0
2010-05-24,50.25,-4.21667,50.0,82.0,12.0,464.0,23.0,1130.0,69.0,16.0,5.0,37000.0,2000.0,173000,37000,0,0,1167.0,39.0,601349.0,27004.0,179187.0,1128.0
2010-06-02,50.25,-4.21667,0.2,75.0,12.0,6132.0,109.0,2775.0,86.0,25.0,13.0,28000.0,7000.0,0,0,0,0,,,,,,
2010-06-02,50.25,-4.21667,10.0,169.0,15.0,6270.0,39.0,3190.0,58.0,27.0,3.0,49000.0,8000.0,0,0,0,0,,,,,,
2010-06-02,50.25,-4.21667,25.0,126.0,3.0,783.0,27.0,736.0,35.0,13.0,5.0,28000.0,12000.0,0,0,0,0,,,,,,
2010-06-02,50.25,-4.21667,50.0,193.0,6.0,546.0,77.0,658.0,114.0,6.0,5.0,35000.0,8000.0,0,0,0,0,,,,,,
2010-06-07,50.25,-4.21667,0.2,130.0,23.0,6506.0,72.0,1750.0,7.0,23.0,3.0,88000.0,3000.0,0,0,0,0,203.0,19.0,576526.0,45214.0,154541.0,14172.0
2010-06-07,50.25,-4.21667,10.0,79.0,8.0,2544.0,72.0,1888.0,60.0,17.0,2.0,36000.0,7000.0,0,0,0,0,149.0,5.0,369127.0,3790.0,100925.0,904.0
2010-06-07,50.25,-4.21667,25.0,102.0,9.0,631.0,24.0,972.0,31.0,14.0,3.0,38000.0,13000.0,0,0,0,0,189.0,23.0,390973.0,76099.0,104092.0,13399.0
2010-06-07,50.25,-4.21667,50.0,94.0,11.0,404.0,38.0,663.0,91.0,14.0,5.0,17000.0,1000.0,769000,54000,0,0,218.0,28.0,706825.0,16762.0,158607.0,5514.0
2010-06-14,50.25,-4.21667,0.2,9480.0,141.0,20100.0,378.0,3799.0,62.0,17.0,6.0,154000.0,8000.0,0,0,0,0,197.0,15.0,606315.0,19240.0,234296.0,12776.0
2010-06-14,50.25,-4.21667,10.0,9650.0,223.0,19903.0,135.0,3759.0,122.0,17.0,3.0,164000.0,12000.0,0,0,0,0,185.0,17.0,480348.0,13141.0,297052.0,11438.0
2010-06-14,50.25,-4.21667,25.0,2563.0,57.0,24481.0,104.0,2629.0,50.0,10.0,2.0,453000.0,88000.0,0,0,0,0,129.0,41.0,547754.0,54042.0,209054.0,21226.0
2010-06-14,50.25,-4.21667,50.0,968.0,20.0,2958.0,183.0,1245.0,38.0,6.0,1.0,162000.0,27000.0,43000,25000,0,0,109.0,5.0,1024230.0,74548.0,252093.0,37287.0
2010-06-21,50.25,-4.21667,0.2,2426.0,43.0,9152.0,122.0,2070.0,143.0,12.0,1.0,88000.0,14000.0,0,0,0,0,657.0,18.0,512077.0,8309.0,197222.0,1565.0
2010-06-21,50.25,-4.21667,10.0,1744.0,78.0,4990.0,123.0,1527.0,70.0,10.0,6.0,147000.0,12000.0,0,0,0,0,668.0,0.0,320304.0,12257.0,128923.0,3957.0
2010-06-21,50.25,-4.21667,25.0,1485.0,74.0,3985.0,139.0,1014.0,14.0,10.0,3.0,188000.0,11000.0,30000,7000,0,0,674.0,48.0,433902.0,742.0,174776.0,2773.0
2010-06-21,50.25,-4.21667,50.0,1634.0,62.0,3770.0,115.0,770.0,40.0,7.0,2.0,75000.0,6000.0,17000,8000,0,0,692.0,54.0,578718.0,1671.0,227197.0,4313.0
2010-06-29,50.25,-4.21667,0.2,16915.0,199.0,10603.0,169.0,9713.0,156.0,83.0,18.0,45000.0,1000.0,0,0,0,0,1577.0,0.0,398344.0,14907.0,120712.0,326.0
2010-06-29,50.25,-4.21667,10.0,17984.0,358.0,8001.0,91.0,6190.0,199.0,41.0,6.0,97000.0,21000.0,0,0,0,0,1098.0,11.0,278200.0,5231.0,103045.0,5358.0
2010-06-29,50.25,-4.21667,25.0,3477.0,103.0,910.0,70.0,2759.0,88.0,7.0,1.0,131000.0,1000.0,0,0,0,0,774.0,1.0,456058.0,8293.0,171964.0,5371.0
2010-06-29,50.25,-4.21667,50.0,2083.0,97.0,1063.0,64.0,567.0,4.0,9.0,4.0,90000.0,19000.0,0,0,0,0,754.0,58.0,479493.0,870.0,206765.0,552.0
2010-07-06,50.25,-4.21667,0.2,42196.0,381.0,10210.0,215.0,4658.0,391.0,90.0,14.0,318000.0,22000.0,0,0,0,0,635.0,0.0,418308.0,34509.0,273063.0,4013.0
2010-07-06,50.25,-4.21667,10.0,32092.0,232.0,20208.0,148.0,3638.0,182.0,48.0,10.0,470000.0,40000.0,0,0,0,0,477.0,10.0,422780.0,10822.0,257680.0,2906.0
2010-07-06,50.25,-4.21667,25.0,6489.0,252.0,7777.0,31.0,771.0,33.0,21.0,4.0,296000.0,21000.0,0,0,0,0,396.0,1.0,423035.0,5972.0,240130.0,7637.0
2010-07-06,50.25,-4.21667,50.0,4535.0,66.0,1743.0,30.0,451.0,36.0,6.0,4.0,57000.0,15000.0,0,0,0,0,382.0,31.0,501806.0,5742.0,284474.0,5557.0
2010-07-12,50.25,-4.21667,0.2,11735.0,665.0,5539.0,273.0,1351.0,69.0,10.0,4.0,108000.0,5000.0,0,0,0,0,445.0,7.0,485159.0,17667.0,67021.0,439.0
2010-07-12,50.25,-4.21667,10.0,13250.0,173.0,5479.0,117.0,1609.0,71.0,17.0,8.0,83000.0,12000.0,0,0,0,0,515.0,95.0,405239.0,3806.0,107428.0,376.0
2010-07-12,50.25,-4.21667,25.0,4887.0,38.0,4226.0,167.0,668.0,53.0,18.0,8.0,217000.0,26000.0,0,0,0,0,339.0,2.0,280354.0,954.0,218985.0,3308.0
2010-07-12,50.25,-4.21667,50.0,3606.0,131.0,1759.0,40.0,416.0,37.0,11.0,1.0,110000.0,14000.0,0,0,0,0,329.0,5.0,391812.0,3991.0,184106.0,6477.0
2010-07-19,50.25,-4.21667,0.2,11058.0,83.0,29424.0,607.0,4962.0,48.0,467.0,25.0,612000.0,26000.0,0,0,0,0,1306.0,12.0,492240.0,3476.0,168866.0,6507.0
2010-07-19,50.25,-4.21667,10.0,5772.0,311.0,15982.0,727.0,3250.0,144.0,197.0,3.0,189000.0,4000.0,0,0,0,0,974.0,34.0,313648.0,14961.0,104019.0,7138.0
2010-07-19,50.25,-4.21667,50.0,3460.0,18.0,2241.0,27.0,779.0,63.0,73.0,6.0,46000.0,5000.0,0,0,0,0,889.0,3.0,383971.0,1748.0,193877.0,7219.0
2010-07-26,50.25,-4.21667,0.2,8418.0,136.0,10829.0,111.0,1686.0,105.0,18.0,1.0,147000.0,5000.0,0,0,0,0,647.0,29.0,1097412.0,6387.0,98534.0,7184.0
2010-07-26,50.25,-4.21667,10.0,12852.0,649.0,15417.0,444.0,1014.0,81.0,24.0,3.0,138000.0,7000.0,0,0,0,0,540.0,9.0,1260233.0,5728.0,214317.0,9203.0
2010-07-26,50.25,-4.21667,25.0,3571.0,94.0,3346.0,112.0,361.0,32.0,23.0,2.0,100000.0,10000.0,0,0,0,0,564.0,8.0,728773.0,11950.0,180867.0,7664.0
2010-07-26,50.25,-4.21667,50.0,2791.0,61.0,2138.0,33.0,329.0,21.0,26.0,3.0,73000.0,12000.0,0,0,0,0,596.0,29.0,729667.0,4176.0,167697.0,3901.0
2010-08-03,50.25,-4.21667,0.2,22038.0,1248.0,11642.0,810.0,1584.0,153.0,115.0,22.0,127000.0,10000.0,0,0,0,0,904.0,27.0,794685.0,6047.0,302266.0,3993.0
2010-08-03,50.25,-4.21667,10.0,22577.0,507.0,13743.0,280.0,1466.0,32.0,183.0,12.0,180000.0,44000.0,0,0,0,0,859.0,29.0,829394.0,17462.0,315770.0,9809.0
2010-08-03,50.25,-4.21667,25.0,,,,,,,,,,,0,0,0,0,904.0,61.0,581478.0,6365.0,243794.0,550.0
2010-08-03,50.25,-4.21667,50.0,2925.0,158.0,660.0,12.0,216.0,20.0,28.0,8.0,30000.0,6000.0,0,0,0,0,993.0,12.0,641516.0,4036.0,228551.0,2720.0
2010-08-11,50.25,-4.21667,0.2,48159.0,149.0,14716.0,322.0,2971.0,47.0,603.0,36.0,87000.0,6000.0,0,0,0,0,1309.0,74.0,670703.0,3943.0,304656.0,407.0
2010-08-11,50.25,-4.21667,10.0,46947.0,212.0,14671.0,259.0,3248.0,45.0,605.0,29.0,126000.0,11000.0,0,0,0,0,1647.0,76.0,670118.0,5954.0,332020.0,23851.0
2010-08-11,50.25,-4.21667,25.0,4004.0,21.0,614.0,43.0,308.0,14.0,57.0,9.0,50000.0,19000.0,0,0,0,0,921.0,107.0,533982.0,12816.0,243294.0,8554.0
2010-08-11,50.25,-4.21667,50.0,3485.0,27.0,387.0,18.0,262.0,24.0,31.0,2.0,38000.0,8000.0,0,0,0,0,1214.0,106.0,532859.0,6113.0,255183.0,0.0
2010-08-16,50.25,-4.21667,0.2,15954.0,596.0,13778.0,36.0,3872.0,134.0,557.0,55.0,359000.0,7000.0,0,0,0,0,1461.0,17.0,684366.0,7473.0,295293.0,4331.0
2010-08-16,50.25,-4.21667,10.0,16313.0,324.0,13133.0,32.0,3981.0,77.0,489.0,63.0,434000.0,25000.0,0,0,0,0,1488.0,54.0,694843.0,1462.0,298444.0,9628.0
2010-08-16,50.25,-4.21667,25.0,10411.0,100.0,5216.0,84.0,1242.0,62.0,330.0,3.0,92000.0,8000.0,0,0,0,0,1160.0,124.0,637877.0,13813.0,288326.0,17771.0
2010-08-16,50.25,-4.21667,50.0,9524.0,104.0,4355.0,100.0,1026.0,67.0,255.0,28.0,63000.0,8000.0,0,0,0,0,1022.0,46.0,615016.0,6239.0,303707.0,5522.0
2010-08-31,50.25,-4.21667,0.2,7436.0,144.0,7953.0,204.0,1326.0,74.0,229.0,27.0,205000.0,15000.0,0,0,0,0,1196.0,135.0,473321.0,7136.0,234612.0,6003.0
2010-08-31,50.25,-4.21667,10.0,7208.0,189.0,7386.0,66.0,1266.0,36.0,214.0,17.0,157000.0,25000.0,0,0,0,0,936.0,52.0,398906.0,21475.0,186199.0,11593.0
2010-08-31,50.25,-4.21667,25.0,6500.0,156.0,5121.0,112.0,780.0,27.0,138.0,3.0,46000.0,11000.0,0,0,0,0,1034.0,150.0,305767.0,10788.0,190893.0,15057.0
2010-08-31,50.25,-4.21667,50.0,4539.0,326.0,2348.0,76.0,323.0,39.0,79.0,11.0,23000.0,12000.0,0,0,0,0,1151.0,27.0,240232.0,10710.0,153575.0,8460.0
2010-09-06,50.25,-4.21667,0.2,35926.0,1189.0,10210.0,326.0,1575.0,89.0,145.0,6.0,182000.0,12000.0,0,0,0,0,850.0,43.0,1144708.0,3646.0,576212.0,37169.0
2010-09-06,50.25,-4.21667,10.0,31447.0,367.0,12056.0,87.0,1612.0,74.0,158.0,5.0,237000.0,7000.0,0,0,0,0,1010.0,19.0,1224884.0,11081.0,494345.0,18672.0
2010-09-06,50.25,-4.21667,25.0,14226.0,59.0,13756.0,187.0,1827.0,53.0,206.0,19.0,314000.0,21000.0,0,0,0,0,1461.0,1.0,1231150.0,28301.0,397368.0,21077.0
2010-09-06,50.25,-4.21667,50.0,6323.0,78.0,5678.0,114.0,563.0,47.0,101.0,15.0,132000.0,13000.0,0,0,0,0,697.0,19.0,795977.0,,331714.0,
2010-09-13,50.25,-4.21667,0.2,21679.0,274.0,5982.0,124.0,1415.0,23.0,230.0,25.0,319000.0,24000.0,0,0,0,0,848.0,7.0,715195.0,666.0,363448.0,587.0
2010-09-13,50.25,-4.21667,10.0,14839.0,193.0,5077.0,38.0,1221.0,32.0,198.0,20.0,253000.0,16000.0,0,0,0,0,830.0,40.0,671290.0,8295.0,363699.0,2361.0
2010-09-13,50.25,-4.21667,25.0,8542.0,118.0,726.0,46.0,282.0,25.0,54.0,4.0,49000.0,9000.0,0,0,0,0,837.0,21.0,472438.0,33421.0,365913.0,8745.0
2010-09-13,50.25,-4.21667,50.0,7661.0,190.0,583.0,12.0,203.0,11.0,48.0,4.0,24000.0,3000.0,0,0,0,0,783.0,12.0,387925.0,40439.0,295046.0,7228.0
2010-09-20,50.25,-4.21667,0.2,36971.0,565.0,33312.0,272.0,3921.0,104.0,200.0,14.0,580000.0,6000.0,0,0,0,0,1262.0,4.0,1076305.0,78454.0,592829.0,44424.0
2010-09-20,50.25,-4.21667,10.0,36431.0,567.0,26905.0,692.0,3697.0,233.0,193.0,23.0,473000.0,41000.0,0,0,0,0,828.0,82.0,988666.0,13067.0,531655.0,21193.0
2010-09-20,50.25,-4.21667,25.0,14596.0,310.0,4708.0,177.0,1779.0,41.0,125.0,7.0,165000.0,10000.0,0,0,0,0,1309.0,23.0,754875.0,5537.0,525785.0,30358.0
2010-09-20,50.25,-4.21667,50.0,2196.0,108.0,374.0,28.0,79.0,6.0,30.0,1.0,16000.0,14000.0,0,0,0,0,918.0,13.0,386168.0,6768.0,365954.0,13310.0
2010-09-27,50.25,-4.21667,0.2,54127.0,304.0,14744.0,162.0,1178.0,13.0,136.0,18.0,377000.0,26000.0,0,0,0,0,990.0,62.0,1034470.0,45104.0,812974.0,79620.0
2010-09-27,50.25,-4.21667,10.0,54984.0,676.0,15388.0,119.0,1335.0,57.0,149.0,6.0,498000.0,26000.0,0,0,0,0,995.0,95.0,1015313.0,2875.0,674511.0,25821.0
2010-09-27,50.25,-4.21667,25.0,55026.0,287.0,15678.0,234.0,1046.0,135.0,156.0,11.0,458000.0,39000.0,0,0,0,0,820.0,0.0,863009.0,57515.0,622038.0,32905.0
2010-09-27,50.25,-4.21667,50.0,14434.0,51.0,3280.0,76.0,268.0,15.0,47.0,10.0,56000.0,10000.0,0,0,0,0,1079.0,42.0,545349.0,19481.0,432466.0,26907.0
2010-10-04,50.25,-4.21667,0.2,17645.0,93.0,14371.0,363.0,1554.0,66.0,151.0,35.0,598000.0,154000.0,0,0,214000,32000,1119.0,10.0,665032.0,17477.0,668402.0,10752.0
2010-10-04,50.25,-4.21667,10.0,16506.0,823.0,11190.0,79.0,1746.0,31.0,95.0,7.0,663000.0,30000.0,0,0,8000,11000,1108.0,27.0,587220.0,28860.0,603333.0,30948.0
2010-10-04,50.25,-4.21667,25.0,14862.0,216.0,7342.0,144.0,750.0,79.0,84.0,10.0,347000.0,25000.0,0,0,0,0,1792.0,1472.0,532655.0,6188.0,623636.0,17992.0
2010-10-04,50.25,-4.21667,50.0,7772.0,125.0,2554.0,93.0,280.0,15.0,33.0,11.0,148000.0,13000.0,0,0,0,0,900.0,81.0,485334.0,5458.0,536153.0,2906.0
2010-10-13,50.25,-4.21667,0.2,12425.0,157.0,11300.0,59.0,509.0,40.0,154.0,9.0,413000.0,43000.0,0,0,0,0,2189.0,157.0,506991.0,30563.0,489051.0,5141.0
2010-10-13,50.25,-4.21667,10.0,12448.0,62.0,11509.0,166.0,508.0,29.0,106.0,17.0,448000.0,31000.0,0,0,0,0,1987.0,35.0,505189.0,2454.0,490160.0,31.0
2010-10-13,50.25,-4.21667,25.0,12459.0,134.0,10425.0,300.0,520.0,9.0,87.0,8.0,409000.0,26000.0,0,0,0,0,2286.0,34.0,506166.0,3612.0,480299.0,2143.0
2010-10-13,50.25,-4.21667,50.0,11072.0,393.0,8920.0,16.0,450.0,0.0,66.0,3.0,296000.0,6000.0,0,0,0,0,2134.0,24.0,504159.0,6341.0,476257.0,1988.0
2010-10-18,50.25,-4.21667,0.2,19250.0,532.0,20617.0,773.0,698.0,84.0,106.0,8.0,595000.0,12000.0,0,0,0,0,1195.0,11.0,638624.0,50594.0,551428.0,21417.0
2010-10-18,50.25,-4.21667,10.0,10234.0,11.0,11008.0,62.0,622.0,8.0,43.0,2.0,484000.0,11000.0,0,0,0,0,1395.0,32.0,528071.0,2372.0,523292.0,9862.0
2010-10-18,50.25,-4.21667,25.0,12445.0,110.0,10931.0,168.0,429.0,2.0,44.0,0.0,345000.0,9000.0,0,0,0,0,1255.0,53.0,529220.0,6571.0,518054.0,4380.0
2010-10-18,50.25,-4.21667,50.0,9422.0,64.0,8181.0,110.0,414.0,57.0,40.0,12.0,285000.0,3000.0,0,0,0,0,1392.0,21.0,501242.0,10733.0,511740.0,12160.0
2010-11-01,50.25,-4.21667,0.2,13985.0,689.0,7103.0,104.0,369.0,19.0,100.0,20.0,333000.0,51000.0,0,0,0,0,1221.0,83.0,425758.0,9825.0,519020.0,16804.0
2010-11-01,50.25,-4.21667,10.0,14621.0,62.0,7297.0,360.0,348.0,17.0,91.0,8.0,323000.0,53000.0,0,0,0,0,1218.0,6.0,444065.0,3044.0,516681.0,481.0
2010-11-01,50.25,-4.21667,25.0,13840.0,40.0,7256.0,96.0,316.0,50.0,61.0,9.0,316000.0,0.0,0,0,0,0,1156.0,9.0,447175.0,1407.0,533549.0,1848.0
