"Prey","Pred1","Pred2"
10,5,3
0.81824096371116,4.30718032298256,2.67456931881887
0.263002022471311,1.76607118029469,1.31052119407644
0.2230085854153,0.688635213821615,0.616745101941774
0.281679973473761,0.269572123161434,0.291161115599881
0.416586610344705,0.10807612720557,0.140110986345292
0.655959047769365,0.0453587653146287,0.0699419864521574
1.0593265030492,0.0205930896945956,0.0371824856020031
1.72862007683451,0.0106606647961094,0.0219568219384298
2.83284496439372,0.01,0.0154267075122325
4.6490014597319,0.01,0.0144311049883841
7.62241134255828,0.0104423636172852,0.0215956771013299
12.3867515949318,0.0447297623954531,0.0692314729072795
17.8438984942173,0.746063950264466,0.666592237370842
4.0285621213544,6.09140069864718,3.61808623398805
0.511749792242618,3.18186150252102,2.15872839945582
0.253345017183767,1.27365081288095,1.03751301009535
0.256858706725273,0.498541490518588,0.489771520211327
0.347839110241595,0.197580498597565,0.233515254682193
0.528479589505909,0.0809575847234653,0.114349419243861
0.840831480071489,0.0352329387074455,0.0587657059668403
1.36321187299142,0.0169817571128178,0.0327732280902733
2.22741340284254,0.01,0.020936917290903
3.65058981277364,0.01,0.016736688834436
5.98535823997872,0.01,0.019340423330644
9.77567466176976,0.02232218330765,0.0407925085455918
15.426892443752,0.183780604330169,0.221348315485042
12.4205192078314,3.71096992346195,2.49640166251364
1.1517494028767,4.53972015568256,2.94156524147788
0.325488056534918,1.9284014623571,1.4828719002134
0.257697076832395,0.760258504965594,0.704043800391589
0.315758049941731,0.300088342916272,0.3345914098154
0.460723366595332,0.121464979319098,0.162247189588479
0.720895837361475,0.051662913574906,0.0818627674855866
1.16044741789999,0.0239370613443674,0.0442342143455795
1.89003324879134,0.012796953538777,0.0268022758892457
3.09304147923225,0.01,0.0196263559647829
5.06869065781304,0.01,0.0196271689515405
8.28935643343919,0.0164022415897842,0.0326894374297139
13.3266571225854,0.0860000211318253,0.123283412930136
16.4950205576388,1.59239362905058,1.29266699650362
2.45162892868277,5.39064325707344,3.45682585930488
0.445715931472102,2.54937627411473,1.90056123761032
0.277616418694631,1.01907234869763,0.912420172797839
0.308010335245263,0.402702929105667,0.434014661078496
0.431588596890028,0.162258520093683,0.209691414332632
0.664064065687284,0.0682923197159102,0.104914165562595
1.06126071029431,0.0310442019672655,0.0558307766588396
1.72278042721773,0.0160641184922045,0.0329576005875717
2.81471669278874,0.0103038954154029,0.023102843638699
4.60867087479902,0.01,0.0214909355040793
7.53614599836614,0.0153478631224111,0.0317755740274099
12.1680740167131,0.0635269762186857,0.099099791207862
16.759551398721,0.939375114374534,0.864737695445028
3.70532097569049,5.56710592376185,3.61968178837044
0.551569161142438,2.9134414689046,2.1605041176498
0.296916333295299,1.17871525135775,1.04728182796374
0.309584130701829,0.466834608347136,0.499061648214211
0.422834937119064,0.187925625918999,0.240940648200814
0.643676625945915,0.0788138998671777,0.120205340933469
1.02391493535326,0.0355752562536467,0.0636077872274495
1.65858490086596,0.0181815538180567,0.0371771147439025
2.7068550471391,0.0114190175431295,0.0256252284761285
4.42924045365202,0.0100715476635208,0.0231757651039721
7.24012890586432,0.0154913763372219,0.0327058031498449
11.6988089460081,0.0583569580596203,0.0945738719555846
16.5413943772745,0.77047971242221,0.752505242360391
4.43111334555815,5.45872706940857,3.63379962591923
0.62318249149484,3.05047204868751,2.28688176316416
0.315913018276438,1.24536930608509,1.11661232400872
0.320482493498045,0.494944748243231,0.533579265562364
0.432556992692227,0.199739266394545,0.258121016775228
0.655028814287316,0.0839846965615364,0.129042938845629
1.03940494532523,0.0380343043527854,0.06846457666429
1.68150467279393,0.0195302018151962,0.0401671163799583
2.74205392800136,0.0123539645328952,0.0278448168928466
4.48384221398561,0.0110172634017695,0.0254068325693522
7.32288612526142,0.0172365553842955,0.0363453190239256
11.8022680825427,0.0665062814884928,0.107138813389231
16.3100240727608,0.882284426373209,0.855767832921957
4.0489512869536,5.3585278646861,3.64982705594614
0.611243055999265,2.91931879124285,2.24975297684374
0.324637406748287,1.19245545163751,1.09894629557815
0.335325002876786,0.475313280806141,0.526378655572485
0.455590800509264,0.192709205708086,0.255586613936274
0.691494251615561,0.0816209048778568,0.128523420493096
1.09801731782016,0.0373965638068983,0.0688274347804383
1.77644112358469,0.0195673815967706,0.0409925245694189
2.89623671891771,0.0127613611704,0.0291199446027737
4.7336682102688,0.011959001532715,0.0276452556971924
7.72155957839505,0.0202641921374684,0.0421550658376182
12.3736814075516,0.0883163926221602,0.137029748192902
15.8697573506511,1.27707848057311,1.17401039557211
3.07573719800761,5.17218739818058,3.61686489863066
0.549683328708841,2.61387900154414,2.09758489989362
0.327825806111238,1.06279331244528,1.02084132769159
0.355112071113203,0.42491619629988,0.49015705741204
0.491576770690547,0.173461156366841,0.239309664793576
0.751554784112321,0.0743371505847316,0.121476862606463
1.19669931409861,0.0347275881455151,0.066073781468598
1.93795767582414,0.0187593581362968,0.0403691574261224
3.16002326385957,0.0128891723456939,0.0298985437292698
5.16242831375379,0.0131500543569225,0.0303810684708722
8.40536456747878,0.0255531563589123,0.0516931745951454
13.3147080652573,0.136835207536996,0.19828425703636
14.3670674833634,2.13355509176156,1.80673365963546
2.07341310186317,4.71596016550224,3.42178690073205
0.484260391668591,2.20467630521872,1.86310970804077
0.33738484948439,0.892652926182916,0.903674809821209
0.389367680182021,0.35890276709726,0.435857373365628
0.552620209781324,0.148236453365959,0.214802474244852
0.853152809133588,0.0648041744571821,0.110788936019596
1.36352920918875,0.0312855345660553,0.061866778762196
2.21088204497822,0.0178355528911658,0.0394640842994097
3.60529290350232,0.0133825225195285,0.0313615435744033
5.88397596445365,0.0157561546819726,0.035736977124929
9.5401991002064,0.0384998029587192,0.0730454631763974
14.6363983661978,0.285056176955959,0.363768164074625
10.1042166564485,3.75785126503479,2.89587984732572
1.2045935488925,3.92062541692062,3.00137751360378
0.412159157782445,1.70237538056414,1.53979892601952
0.347855117865713,0.685743396841656,0.743786031791752
0.434266594465251,0.277662988365973,0.36077314196499
0.636105596355494,0.116502228515618,0.180056022489479
0.994600501105128,0.0523523440627656,0.0949375507132498
1.59774534329279,0.0264637586902535,0.0550031650358634
2.59564111631081,0.0162754696051364,0.0372809268121232
4.23405835229175,0.0138280714137826,0.0327236754332599
6.90065933702673,0.0199277154178997,0.0438341119088875
11.0996163135293,0.0670171353245952,0.115727023616108
15.6159904950167,0.730861629471392,0.788309520936737
4.97897822581467,4.97468702965893,3.68039071701453
